Pozo,Fecha,Produccion_Barriles,Presion_PSI,Temperatura_C,Agua_Producida_Barriles,Estado
Pozo D,2022-10-02,1416,2038,118.98,208,Operando
Pozo C,2022-08-09,1751,2780,75.81,54,Operando
Pozo D,2022-08-12,1389,2609,93.95,120,Cerrado
Pozo B,2022-10-20,1536,2149,82.7,218,Cerrado
Pozo C,2022-05-24,1107,2557,87.03,151,Mantenimiento
Pozo D,2022-01-30,1421,2033,79.62,425,Mantenimiento
Pozo D,2022-02-21,1581,2700,69.92,342,Mantenimiento
Pozo E,2022-10-17,1909,2422,67.85,197,Cerrado
Pozo B,2022-02-19,2100,2594,73.44,204,Operando
Pozo A,2022-06-26,1046,2173,67.47,308,Mantenimiento
Pozo B,2022-05-06,1892,2478,86.29,457,Mantenimiento
Pozo D,2022-09-25,1215,2231,68.52,361,Mantenimiento
Pozo E,2022-12-19,1113,2293,112.31,177,Cerrado
Pozo A,2022-05-10,1168,2457,101.35,121,Mantenimiento
Pozo E,2022-06-10,946,2127,118.58,197,Cerrado
Pozo C,2022-12-21,1647,2729,68.2,157,Mantenimiento
Pozo A,2022-04-20,1937,2433,73.94,157,Mantenimiento
Pozo B,2022-05-08,1643,2711,83.7,305,Operando
Pozo E,2022-01-20,1288,2753,88.97,458,Cerrado
Pozo A,2022-11-04,1597,2675,112.42,148,Mantenimiento
Pozo E,2022-05-21,911,2063,63.16,58,Cerrado
Pozo A,2022-12-27,847,2216,111.8,413,Operando
Pozo B,2022-07-24,1270,2305,104.5,403,Mantenimiento
Pozo E,2022-04-06,2161,2791,78.76,228,Cerrado
Pozo C,2022-08-27,2095,2161,115.05,342,Mantenimiento
Pozo C,2022-01-07,828,2195,86.84,311,Cerrado
Pozo E,2022-12-17,1818,2572,83.74,231,Mantenimiento
Pozo B,2022-12-04,1754,2669,116.69,456,Operando
Pozo E,2022-02-10,1752,2637,86.36,255,Operando
Pozo D,2022-07-04,968,2700,96.22,292,Operando
Pozo A,2022-05-26,1739,2169,85.91,352,Operando
Pozo B,2022-12-02,1645,2132,108.99,478,Cerrado
Pozo E,2022-10-08,2016,2794,71.02,171,Mantenimiento
Pozo D,2022-10-03,1216,2337,62.93,313,Operando
Pozo C,2022-04-27,2158,2472,74.81,484,Mantenimiento
Pozo E,2022-09-08,862,2412,80.43,158,Operando
Pozo A,2022-07-26,1240,2645,94.53,284,Operando
Pozo A,2022-02-09,1062,2163,60.85,68,Mantenimiento
Pozo E,2022-04-16,2145,2739,106.99,388,Cerrado
Pozo B,2022-08-17,816,2147,66.98,406,Operando
Pozo E,2022-08-19,1357,2635,108.29,203,Operando
Pozo D,2022-06-07,1875,2004,115.77,74,Mantenimiento
Pozo E,2022-11-27,1545,2445,81.25,161,Mantenimiento
Pozo A,2022-12-31,1944,2643,75.57,150,Operando
Pozo C,2022-05-27,1730,2788,72.92,350,Operando
Pozo E,2022-05-12,1781,2501,91.58,383,Operando
Pozo D,2022-03-13,1117,2747,113.13,357,Cerrado
Pozo A,2022-08-04,1753,2004,98.07,92,Mantenimiento
Pozo A,2022-12-30,1556,2345,61.35,458,Cerrado
Pozo D,2022-05-27,1091,2542,91.34,52,Cerrado
Pozo D,2022-09-18,1241,2436,88.77,235,Operando
Pozo B,2022-07-18,1198,2302,90.57,86,Cerrado
Pozo A,2022-04-10,1770,2297,99.53,434,Operando
Pozo C,2022-11-01,1060,2725,119.64,457,Cerrado
Pozo A,2022-08-03,1200,2058,91.79,278,Operando
Pozo C,2022-06-01,1467,2337,71.43,87,Mantenimiento
Pozo B,2022-10-23,1492,2763,79.24,419,Cerrado
Pozo C,2022-11-02,924,2700,109.79,429,Operando
Pozo E,2022-03-30,2167,2055,70.14,426,Cerrado
Pozo E,2022-10-25,1115,2682,113.2,195,Cerrado
Pozo A,2022-06-23,2121,2508,67.9,149,Cerrado
Pozo C,2022-04-25,1228,2670,97.58,268,Operando
Pozo A,2022-08-05,1610,2647,66.52,176,Operando
Pozo A,2022-11-13,805,2680,84.93,258,Mantenimiento
Pozo C,2022-10-30,1047,2368,65.36,255,Mantenimiento
Pozo D,2022-03-19,1103,2167,94.62,363,Cerrado
Pozo D,2022-07-16,987,2312,72.7,497,Cerrado
Pozo E,2022-07-15,1451,2708,112.77,454,Operando
Pozo D,2022-01-03,1058,2303,82.05,268,Operando
Pozo C,2022-06-16,1537,2549,79.04,352,Mantenimiento
Pozo B,2022-12-07,1536,2488,81.56,318,Cerrado
Pozo A,2022-06-16,1016,2794,109.53,310,Mantenimiento
Pozo E,2022-10-30,1094,2616,104.11,75,Operando
Pozo E,2022-05-12,830,2226,75.36,211,Operando
Pozo D,2022-02-09,1274,2151,87.84,406,Mantenimiento
Pozo E,2022-04-05,1836,2478,86.49,304,Cerrado
Pozo C,2022-04-16,1534,2599,73.84,298,Mantenimiento
Pozo D,2022-01-07,906,2351,115.35,339,Operando
Pozo E,2022-10-01,1848,2647,63.92,418,Cerrado
Pozo D,2022-09-26,889,2655,117.78,212,Mantenimiento
Pozo D,2022-06-16,2042,2725,118.74,320,Operando
Pozo E,2022-08-27,1307,2510,110.94,159,Mantenimiento
Pozo B,2022-12-04,839,2274,93.16,154,Operando
Pozo D,2022-04-19,2188,2474,110.08,414,Operando
Pozo E,2022-04-15,2103,2612,80.54,116,Cerrado
Pozo B,2022-12-13,800,2518,67.73,495,Mantenimiento
Pozo A,2022-11-22,1984,2225,106.73,314,Mantenimiento
Pozo A,2022-01-24,1375,2389,111.53,327,Operando
Pozo A,2022-05-05,960,2170,112.28,51,Operando
Pozo E,2022-08-17,2178,2291,74.49,498,Cerrado
Pozo B,2022-07-01,1375,2391,104.99,285,Cerrado
Pozo E,2022-03-03,1427,2228,96.26,267,Operando
Pozo D,2022-10-16,1697,2628,94.57,96,Cerrado
Pozo B,2022-01-27,1407,2651,107.41,448,Mantenimiento
Pozo E,2022-02-13,1757,2661,112.54,197,Cerrado
Pozo E,2022-04-13,1729,2167,77.81,199,Operando
Pozo E,2022-01-20,1355,2028,89.08,337,Operando
Pozo C,2022-12-23,2099,2666,104.99,162,Cerrado
Pozo C,2022-11-08,1731,2739,82.21,256,Mantenimiento
Pozo E,2022-09-13,2139,2440,110.83,235,Operando
Pozo A,2022-05-03,1512,2727,81.65,175,Operando
Pozo C,2022-02-02,1707,2402,110.26,151,Operando
Pozo E,2022-09-14,1548,2749,98.83,382,Mantenimiento
Pozo B,2022-04-03,1627,2297,110.31,483,Operando
Pozo C,2022-11-20,1423,2228,103.13,123,Cerrado
Pozo E,2022-09-19,1876,2083,72.54,317,Operando
Pozo B,2022-09-25,873,2426,102.11,282,Cerrado
Pozo C,2022-11-13,1476,2761,102.83,125,Operando
Pozo D,2022-12-31,1501,2316,119.86,359,Mantenimiento
Pozo C,2022-03-06,2191,2343,61.59,386,Operando
Pozo E,2022-07-11,1759,2127,83.46,163,Mantenimiento
Pozo B,2022-04-03,1840,2339,103.65,286,Operando
Pozo D,2022-02-15,1409,2024,118.64,301,Mantenimiento
Pozo C,2022-02-03,1440,2537,60.56,87,Operando
Pozo C,2022-03-23,2007,2101,119.15,465,Cerrado
Pozo D,2022-01-17,1740,2281,97.22,361,Operando
Pozo D,2022-01-02,973,2369,78.57,285,Mantenimiento
Pozo C,2022-09-03,2019,2618,104.21,216,Operando
Pozo A,2022-06-22,2088,2159,93.18,343,Mantenimiento
Pozo A,2022-10-09,877,2200,78.4,216,Mantenimiento
Pozo E,2022-12-19,2128,2001,114.6,174,Cerrado
Pozo D,2022-06-03,1237,2410,70.08,152,Cerrado
Pozo A,2022-06-01,993,2765,88.95,429,Cerrado
Pozo B,2022-12-12,2093,2038,96.1,241,Mantenimiento
Pozo B,2022-12-09,1671,2581,72.76,57,Operando
Pozo C,2022-07-02,1341,2254,64.41,124,Operando
Pozo E,2022-04-06,1031,2393,91.17,497,Cerrado
Pozo E,2022-01-06,1964,2790,82.59,463,Mantenimiento
Pozo C,2022-02-04,956,2200,64.01,326,Cerrado
Pozo B,2022-03-27,1129,2653,65.53,84,Operando
Pozo E,2022-01-05,1135,2419,67.45,84,Cerrado
Pozo A,2022-02-08,1869,2333,61.17,457,Mantenimiento
Pozo C,2022-09-25,1582,2282,110.12,294,Operando
Pozo E,2022-10-15,2015,2473,103.87,295,Cerrado
Pozo B,2022-12-13,909,2009,89.31,94,Cerrado
Pozo C,2022-07-07,2139,2560,93.45,211,Mantenimiento
Pozo D,2022-04-29,2145,2179,106.45,460,Operando
Pozo B,2022-02-09,1515,2694,75.44,398,Mantenimiento
Pozo D,2022-10-05,1538,2407,116.12,91,Operando
Pozo E,2022-09-01,1887,2286,115.87,330,Operando
Pozo B,2022-09-05,1570,2055,89.61,329,Operando
Pozo A,2022-12-07,1222,2429,85.48,189,Mantenimiento
Pozo E,2022-10-05,975,2790,92.58,403,Mantenimiento
Pozo B,2022-08-16,860,2259,68.46,360,Cerrado
Pozo D,2022-07-04,1015,2517,85.85,144,Cerrado
Pozo E,2022-04-02,1086,2086,100.28,83,Cerrado
Pozo A,2022-03-20,1201,2003,109.57,464,Cerrado
Pozo B,2022-10-08,1423,2359,118.3,224,Cerrado
Pozo A,2022-05-20,2015,2559,71.19,112,Operando
Pozo B,2022-12-19,1739,2010,104.86,276,Cerrado
Pozo B,2022-08-30,1843,2062,78.25,315,Mantenimiento
Pozo C,2022-05-07,2060,2272,70.57,378,Cerrado
Pozo B,2022-02-25,1986,2048,60.31,341,Cerrado
Pozo E,2022-01-27,1649,2230,64.93,69,Mantenimiento
Pozo B,2022-12-30,1757,2265,94.68,221,Mantenimiento
Pozo C,2022-06-24,1616,2223,106.98,92,Operando
Pozo B,2022-11-28,1733,2665,65.7,396,Mantenimiento
Pozo E,2022-09-11,1982,2111,99.2,229,Cerrado
Pozo E,2022-12-09,866,2349,60.36,161,Cerrado
Pozo D,2022-08-01,1979,2426,96.47,205,Operando
Pozo A,2022-08-21,1075,2684,83.03,398,Mantenimiento
Pozo A,2022-07-22,1146,2204,61.66,408,Cerrado
Pozo E,2022-05-21,2115,2174,71.7,425,Operando
Pozo A,2022-09-15,1253,2387,68.2,350,Operando
Pozo E,2022-01-14,1241,2551,107.25,98,Operando
Pozo A,2022-04-17,1053,2320,70.25,83,Operando
Pozo B,2022-03-02,1697,2376,70.39,251,Operando
Pozo A,2022-10-25,1344,2446,90.21,54,Operando
Pozo D,2022-12-01,2191,2519,77.99,257,Mantenimiento
Pozo E,2022-08-24,929,2049,74.04,403,Mantenimiento
Pozo B,2022-01-27,1516,2038,116.03,55,Mantenimiento
Pozo C,2022-02-03,1992,2738,101.4,275,Operando
Pozo C,2022-08-27,1066,2152,85.01,483,Mantenimiento
Pozo E,2022-10-29,1982,2027,77.24,81,Cerrado
Pozo D,2022-04-06,1623,2539,69.09,396,Operando
Pozo B,2022-11-17,2044,2781,87.79,238,Operando
Pozo D,2022-05-16,1958,2013,113.29,117,Operando
Pozo E,2022-12-22,852,2534,116.71,133,Mantenimiento
Pozo E,2022-10-12,1822,2250,119.35,372,Cerrado
Pozo C,2022-04-09,1475,2094,64.66,436,Mantenimiento
Pozo C,2022-05-20,1709,2774,69.65,299,Operando
Pozo C,2022-04-19,820,2144,70.54,191,Mantenimiento
Pozo B,2022-03-15,850,2664,80.6,223,Cerrado
Pozo A,2022-02-06,897,2346,92.27,204,Operando
Pozo A,2022-12-24,1348,2394,91.25,134,Operando
Pozo B,2022-11-17,1378,2012,85.41,66,Mantenimiento
Pozo D,2022-06-08,1178,2057,89.73,86,Operando
Pozo E,2022-03-29,908,2486,111.54,219,Operando
Pozo A,2022-07-18,2004,2358,81.26,400,Cerrado
Pozo D,2022-07-27,1010,2199,98.54,76,Operando
Pozo E,2022-07-20,1066,2781,87.85,424,Operando
Pozo A,2022-04-14,1837,2360,99.63,312,Operando
Pozo C,2022-10-07,1630,2233,79.45,273,Operando
Pozo E,2022-03-26,1796,2457,86.48,283,Mantenimiento
Pozo B,2022-12-20,1082,2798,87.93,161,Cerrado
Pozo C,2022-09-10,1670,2565,93.31,352,Operando
Pozo B,2022-10-19,1821,2183,119.89,161,Cerrado
Pozo C,2022-08-05,1674,2287,66.59,59,Operando
Pozo A,2022-08-09,1073,2414,117.82,482,Mantenimiento
Pozo C,2022-04-11,1045,2138,73.53,325,Operando
Pozo A,2022-06-04,2055,2450,65.08,119,Operando
Pozo A,2022-12-07,1400,2729,86.89,484,Cerrado
Pozo B,2022-08-29,2068,2276,87.87,496,Operando
Pozo D,2022-08-01,1099,2166,67.35,81,Cerrado
Pozo D,2022-01-22,1664,2407,87.78,454,Cerrado
Pozo B,2022-10-29,1355,2473,71.74,272,Mantenimiento
Pozo A,2022-02-05,981,2086,102.67,476,Mantenimiento
Pozo B,2022-03-14,1551,2096,99.11,175,Operando
Pozo C,2022-02-21,2083,2322,109.63,308,Operando
Pozo E,2022-08-30,885,2068,96.59,274,Operando
Pozo D,2022-08-13,1782,2522,85.97,345,Operando
Pozo B,2022-08-15,1208,2019,71.72,365,Cerrado
Pozo A,2022-02-17,822,2079,97.14,94,Cerrado
Pozo A,2022-12-01,1329,2578,112.04,223,Mantenimiento
Pozo C,2022-09-15,1399,2244,79.94,312,Mantenimiento
Pozo E,2022-09-23,1887,2516,77.84,192,Mantenimiento
Pozo A,2022-05-27,1958,2344,89.93,320,Cerrado
Pozo D,2022-02-14,1199,2097,72.92,191,Cerrado
Pozo C,2022-09-13,1493,2358,73.92,120,Mantenimiento
Pozo A,2022-10-02,1264,2422,108.09,496,Cerrado
Pozo D,2022-07-12,1363,2117,87.8,255,Cerrado
Pozo C,2022-08-13,2183,2418,72.78,484,Cerrado
Pozo E,2022-12-14,1484,2158,97.24,273,Operando
Pozo E,2022-12-19,1767,2722,91.63,191,Operando
Pozo D,2022-07-18,2070,2622,92.7,261,Cerrado
Pozo A,2022-12-06,1368,2587,104.73,293,Cerrado
Pozo D,2022-01-05,1295,2760,103.59,167,Mantenimiento
Pozo A,2022-01-11,926,2245,67.35,254,Operando
Pozo A,2022-11-20,1310,2718,118.57,443,Cerrado
Pozo C,2022-06-18,886,2060,74.05,154,Mantenimiento
Pozo A,2022-08-31,960,2785,102.86,212,Operando
Pozo A,2022-07-23,1761,2239,116.85,237,Mantenimiento
Pozo E,2022-05-27,1680,2730,63.79,153,Cerrado
Pozo E,2022-07-13,1942,2098,102.82,256,Operando
Pozo B,2022-01-19,2184,2370,110.73,337,Mantenimiento
Pozo E,2022-02-07,1508,2474,69.93,363,Cerrado
Pozo A,2022-11-08,810,2497,83.1,360,Operando
Pozo B,2022-10-25,1284,2001,115.7,242,Cerrado
Pozo B,2022-04-13,1588,2414,116.07,423,Cerrado
Pozo C,2022-08-11,1502,2269,80.92,317,Operando
Pozo B,2022-11-05,891,2615,60.65,449,Operando
Pozo A,2022-07-20,1652,2650,63.25,64,Cerrado
Pozo C,2022-11-11,1418,2443,89.1,487,Cerrado
Pozo D,2022-04-11,1088,2697,62.49,193,Mantenimiento
Pozo B,2022-09-05,1074,2020,69.94,239,Mantenimiento
Pozo D,2022-12-07,1149,2368,72.86,176,Cerrado
Pozo D,2022-02-01,1405,2609,72.72,272,Operando
Pozo A,2022-10-21,1218,2763,110.91,365,Cerrado
Pozo D,2022-05-12,1970,2750,94.22,59,Operando
Pozo C,2022-09-23,806,2239,65.51,467,Mantenimiento
Pozo D,2022-11-08,2099,2122,61.69,453,Mantenimiento
Pozo D,2022-05-05,1461,2482,113.21,393,Operando
Pozo D,2022-02-10,2129,2216,86.69,305,Mantenimiento
Pozo D,2022-02-14,1260,2020,113.78,312,Mantenimiento
Pozo D,2022-10-16,2178,2084,68.6,181,Operando
Pozo C,2022-07-07,1371,2266,105.29,248,Cerrado
Pozo B,2022-03-16,1584,2176,80.03,433,Cerrado
Pozo C,2022-08-03,2056,2065,79.61,152,Operando
Pozo E,2022-01-04,1486,2096,90.43,318,Mantenimiento
Pozo B,2022-07-10,1521,2776,91.94,393,Mantenimiento
Pozo D,2022-01-18,1578,2664,99.2,496,Operando
Pozo C,2022-10-27,1404,2017,83.76,104,Mantenimiento
Pozo A,2022-06-11,1668,2228,66.42,144,Mantenimiento
Pozo C,2022-02-15,1806,2046,77.45,230,Mantenimiento
Pozo A,2022-03-08,2180,2570,85.48,273,Cerrado
Pozo E,2023-01-01,1666,2381,105.86,104,Operando
Pozo E,2022-12-25,1080,2561,75.23,64,Operando
Pozo B,2022-07-27,1278,2476,118.99,445,Cerrado
Pozo A,2022-09-26,1367,2545,76.3,229,Mantenimiento
Pozo E,2022-02-22,2146,2518,107.68,422,Operando
Pozo A,2022-06-06,1899,2543,93.94,486,Cerrado
Pozo D,2022-10-16,1784,2240,110.54,223,Operando
Pozo C,2022-05-02,1980,2061,70.17,469,Operando
Pozo A,2022-10-05,1350,2786,70.37,155,Operando
Pozo E,2022-09-08,929,2441,119.4,466,Cerrado
Pozo C,2022-02-24,1500,2191,119.56,151,Operando
Pozo E,2022-09-18,1096,2697,101.6,156,Mantenimiento
Pozo D,2022-06-27,1364,2308,100.51,277,Operando
Pozo E,2022-03-09,1565,2691,67.47,250,Mantenimiento
Pozo D,2022-06-26,1972,2298,82.9,185,Mantenimiento
Pozo A,2022-03-12,1396,2252,70.05,413,Operando
Pozo C,2022-09-21,1790,2504,87.18,369,Operando
Pozo B,2022-02-06,1397,2737,103.27,311,Operando
Pozo B,2022-11-02,1869,2337,108.41,265,Mantenimiento
Pozo B,2022-02-03,1186,2671,68.42,473,Mantenimiento
Pozo C,2022-03-15,1090,2373,115.62,381,Mantenimiento
Pozo C,2022-08-02,1845,2091,89.37,465,Cerrado
Pozo C,2022-01-24,1598,2126,99.7,114,Cerrado
Pozo D,2022-03-24,941,2695,89.01,236,Cerrado
Pozo A,2022-12-13,822,2500,69.74,371,Cerrado
Pozo A,2022-11-27,1240,2324,98.13,257,Operando
Pozo E,2022-09-28,1628,2461,103.19,234,Operando
Pozo D,2022-04-21,1517,2370,72.08,428,Cerrado
Pozo E,2022-06-01,1717,2270,97.55,156,Cerrado
Pozo D,2022-07-22,1632,2156,89.77,148,Cerrado
Pozo E,2022-08-24,1340,2243,90.56,58,Cerrado
Pozo C,2022-10-28,2155,2385,74.5,368,Operando
Pozo A,2022-07-28,825,2092,71.13,66,Mantenimiento
Pozo B,2022-04-19,1506,2013,101.67,216,Cerrado
Pozo B,2022-07-03,1933,2637,63.95,468,Mantenimiento
Pozo B,2022-03-07,1024,2041,66.41,157,Operando
Pozo E,2022-09-22,920,2259,112.55,282,Operando
Pozo A,2022-09-27,1836,2231,101.81,289,Operando
Pozo C,2022-03-15,2046,2251,103.68,105,Cerrado
Pozo E,2022-06-23,2106,2099,92.28,160,Operando
Pozo D,2022-06-20,919,2273,105.25,63,Mantenimiento
Pozo B,2022-02-20,1633,2276,110.13,495,Cerrado
Pozo B,2022-06-12,856,2189,110.56,473,Cerrado
Pozo C,2022-09-30,1474,2756,75.98,185,Mantenimiento
Pozo C,2022-05-01,1802,2091,117.31,364,Mantenimiento
Pozo C,2022-07-08,1347,2371,88.9,432,Mantenimiento
Pozo D,2022-09-17,1737,2639,64.72,187,Operando
Pozo E,2022-04-01,1758,2694,117.26,330,Mantenimiento
Pozo D,2022-12-28,1743,2093,87.78,427,Operando
Pozo A,2022-02-17,1293,2701,101.41,468,Cerrado
Pozo C,2022-02-24,2135,2546,112.91,429,Mantenimiento
Pozo C,2022-08-13,1167,2054,104.47,182,Mantenimiento
Pozo D,2022-12-14,1576,2433,100.4,300,Operando
Pozo B,2022-07-02,2089,2637,60.97,128,Cerrado
Pozo A,2022-01-01,1258,2619,114.91,141,Mantenimiento
Pozo E,2022-04-26,1012,2397,67.28,88,Cerrado
Pozo C,2022-05-10,1312,2308,110.03,138,Mantenimiento
Pozo D,2022-07-13,2062,2156,83.66,449,Cerrado
Pozo E,2022-11-16,1271,2505,70.73,417,Cerrado
Pozo A,2022-10-18,1930,2640,73.78,483,Operando
Pozo E,2022-03-24,1562,2227,104.29,289,Cerrado
Pozo A,2022-03-30,1987,2450,79.68,474,Mantenimiento
Pozo C,2022-06-28,1519,2027,90.37,465,Operando
Pozo C,2022-01-19,1552,2742,103.15,456,Operando
Pozo B,2022-12-15,1114,2635,73.52,427,Operando
Pozo C,2022-01-11,1423,2719,76.76,58,Cerrado
Pozo B,2022-04-03,1801,2562,72.45,358,Cerrado
Pozo E,2022-04-30,1818,2139,108.8,437,Operando
Pozo A,2022-05-07,1876,2621,87.21,70,Cerrado
Pozo D,2022-01-16,1441,2735,64.88,448,Cerrado
Pozo C,2022-07-29,942,2170,90.85,201,Mantenimiento
Pozo A,2022-06-05,1553,2454,110.35,85,Operando
Pozo E,2022-03-27,2167,2010,103.16,425,Mantenimiento
Pozo D,2022-02-09,2108,2788,99.15,261,Mantenimiento
Pozo B,2022-07-23,1373,2442,116.19,294,Operando
Pozo E,2022-03-22,1732,2227,105.95,260,Operando
Pozo A,2022-07-30,929,2141,71.43,471,Cerrado
Pozo A,2022-09-21,1436,2491,67.37,122,Mantenimiento
Pozo D,2022-03-06,985,2690,112.78,105,Mantenimiento
Pozo E,2022-10-27,1691,2633,119.61,276,Mantenimiento
Pozo A,2022-01-31,1709,2422,84.52,451,Mantenimiento
Pozo C,2022-06-04,2056,2198,79.35,390,Operando
Pozo B,2022-10-13,2112,2445,108.86,183,Cerrado
Pozo A,2022-09-16,1323,2146,92.56,295,Operando
Pozo B,2022-07-20,1131,2278,65.33,334,Cerrado
Pozo B,2022-03-10,1311,2653,116.77,310,Cerrado
Pozo C,2022-05-16,882,2449,83.08,360,Mantenimiento
Pozo B,2022-01-11,1145,2576,63.24,422,Cerrado
Pozo A,2022-08-29,1984,2742,78.58,493,Operando
Pozo E,2022-11-15,1890,2169,65.3,494,Cerrado
Pozo A,2022-12-04,1090,2175,77.02,262,Mantenimiento
Pozo D,2022-03-28,2014,2386,61.6,105,Mantenimiento
Pozo B,2022-09-19,1492,2456,94.1,494,Operando
Pozo D,2022-07-31,1134,2012,105.09,389,Mantenimiento
Pozo C,2022-07-22,1943,2547,78.02,126,Mantenimiento
Pozo B,2022-02-10,1951,2492,89.46,141,Mantenimiento
Pozo E,2022-01-15,1540,2201,88.5,417,Mantenimiento
Pozo B,2022-08-03,2148,2152,81.64,407,Cerrado
Pozo B,2022-12-26,1985,2676,108.91,486,Operando
Pozo C,2022-11-19,2047,2131,86.24,393,Mantenimiento
Pozo E,2022-09-12,1594,2413,99.95,308,Operando
Pozo D,2022-12-31,1682,2788,103.49,218,Operando
Pozo B,2022-06-18,2001,2411,89.54,116,Mantenimiento
Pozo E,2022-11-26,2111,2344,82.63,312,Operando
Pozo D,2022-01-28,1302,2213,104.11,451,Mantenimiento
Pozo C,2022-06-05,875,2692,77.7,202,Cerrado
Pozo D,2022-03-01,992,2654,68.7,163,Cerrado
Pozo B,2022-01-15,1251,2302,119.63,431,Operando
Pozo E,2022-01-15,1395,2468,102.07,247,Cerrado
Pozo E,2022-01-14,1806,2725,83.11,247,Cerrado
Pozo B,2022-09-14,1654,2714,60.54,441,Cerrado
Pozo E,2022-09-12,1837,2773,95.05,288,Operando
Pozo E,2022-01-11,1612,2004,90.65,116,Mantenimiento
Pozo C,2022-01-28,1193,2229,83.48,154,Operando
Pozo C,2022-12-06,839,2318,67.09,473,Cerrado
Pozo C,2022-05-07,1474,2634,110.4,329,Operando
Pozo E,2022-07-21,1124,2205,83.26,190,Operando
Pozo B,2022-02-19,1030,2199,104.87,136,Operando
Pozo B,2022-05-28,987,2304,104.87,285,Mantenimiento
Pozo A,2022-07-29,1836,2002,83.13,480,Cerrado
Pozo D,2022-05-20,990,2121,64.51,403,Mantenimiento
Pozo C,2022-02-19,1363,2785,68.91,470,Cerrado
Pozo E,2022-04-18,1876,2054,72.6,436,Mantenimiento
Pozo C,2022-12-05,894,2176,116.89,429,Operando
Pozo D,2022-03-11,1162,2673,93.49,214,Mantenimiento
Pozo C,2022-05-22,809,2554,80.72,322,Mantenimiento
Pozo D,2022-05-01,2054,2759,117.41,417,Mantenimiento
Pozo E,2022-01-17,1922,2298,90.82,293,Cerrado
Pozo C,2022-07-04,2144,2274,79.8,385,Operando
Pozo C,2022-09-22,1773,2338,98.6,479,Operando
Pozo E,2022-07-23,1821,2249,114.18,349,Cerrado
Pozo A,2022-08-18,1068,2515,78.91,419,Cerrado
Pozo C,2022-01-02,1383,2671,112.05,233,Mantenimiento
Pozo C,2022-12-21,1957,2750,64.6,383,Cerrado
Pozo C,2022-08-03,1161,2203,74.92,272,Mantenimiento
Pozo D,2022-07-09,995,2778,100.54,382,Operando
Pozo A,2022-03-07,1526,2628,63.09,274,Operando
Pozo A,2022-06-17,1190,2231,66.92,69,Operando
Pozo B,2022-10-03,1559,2087,116.3,179,Operando
Pozo E,2022-02-10,2180,2502,109.23,315,Operando
Pozo A,2022-09-13,1127,2237,100.45,197,Mantenimiento
Pozo D,2022-06-23,949,2272,71.18,432,Cerrado
Pozo C,2022-10-15,988,2201,119.16,368,Cerrado
Pozo B,2022-07-29,1928,2066,105.73,141,Mantenimiento
Pozo E,2022-09-02,2014,2214,64.49,395,Operando
Pozo C,2022-06-03,1488,2568,83.5,283,Operando
Pozo A,2022-01-13,1840,2682,96.19,68,Cerrado
Pozo B,2022-01-08,2057,2589,105.07,365,Mantenimiento
Pozo C,2022-01-19,2155,2780,108.46,281,Operando
Pozo D,2022-09-19,1045,2362,117.75,147,Operando
Pozo B,2022-01-14,1337,2275,71.59,334,Mantenimiento
Pozo D,2022-10-20,885,2658,93.01,395,Cerrado
Pozo D,2022-05-20,2117,2121,93.43,93,Cerrado
Pozo E,2022-05-22,1494,2454,112.12,337,Cerrado
Pozo C,2022-01-01,1134,2448,66.25,285,Operando
Pozo B,2022-07-27,1232,2465,79.03,286,Cerrado
Pozo A,2022-06-12,1166,2618,78.64,173,Mantenimiento
Pozo E,2022-11-30,1823,2789,107.45,223,Mantenimiento
Pozo D,2022-05-29,1881,2097,114.51,226,Operando
Pozo E,2022-03-23,1522,2620,109.87,280,Cerrado
Pozo D,2022-03-15,1549,2287,65.24,479,Operando
Pozo E,2022-03-18,1965,2362,81.63,281,Cerrado
Pozo C,2022-03-30,1107,2012,93.43,452,Operando
Pozo A,2022-01-02,1707,2580,94.03,64,Cerrado
Pozo D,2022-11-28,2106,2262,99.53,389,Cerrado
Pozo E,2022-10-20,1351,2702,81.02,196,Cerrado
Pozo C,2022-12-30,1467,2708,84.46,351,Cerrado
Pozo E,2022-04-16,1036,2227,74.63,447,Cerrado
Pozo A,2022-03-07,948,2629,115.25,369,Mantenimiento
Pozo B,2022-06-24,2142,2256,62.42,217,Cerrado
Pozo A,2022-06-29,1313,2091,78.26,120,Cerrado
Pozo D,2022-09-29,2072,2728,101.87,53,Mantenimiento
Pozo E,2022-11-14,1062,2180,86.37,267,Operando
Pozo E,2022-07-16,1781,2177,89.34,485,Cerrado
Pozo A,2022-04-30,1285,2325,99.9,299,Operando
Pozo E,2022-01-23,841,2703,60.44,489,Cerrado
Pozo D,2022-01-21,972,2652,60.12,84,Mantenimiento
Pozo E,2022-02-19,2188,2709,111.17,96,Mantenimiento
Pozo A,2022-03-16,1999,2229,105.9,84,Operando
Pozo A,2022-07-15,1050,2243,81.5,490,Cerrado
Pozo C,2022-12-15,1255,2228,90.61,74,Operando
Pozo A,2022-01-16,2063,2511,101.52,134,Cerrado
Pozo A,2022-01-10,1559,2497,83.89,80,Mantenimiento
Pozo A,2022-06-20,1365,2497,109.64,496,Operando
Pozo A,2022-07-12,2103,2755,65.58,60,Cerrado
Pozo B,2022-11-05,1916,2029,68.64,276,Operando
Pozo D,2022-09-20,957,2574,87.12,69,Operando
Pozo A,2022-09-27,1089,2706,105.11,343,Mantenimiento
